,avg_utility,avg_nash_product,avg_social_welfare,avg_num_offers,count,agreement,failed,ERROR
Group32Agent,0.9302299779184211,0.5026994302269272,1.470616408790351,77.32456140350877,114,114,0,0
Group32AgentV2,0.6401240572298242,0.4314012778890313,1.3102054125622806,70.65789473684211,114,114,0,0
Group32AgentV0,0.5463840085482456,0.4239652909039594,1.2954298853780701,33.62280701754386,114,112,2,0
Group32AgentV1,0.5191351160307018,0.3557139008646357,1.1954946127236843,32.078947368421055,114,112,2,0
